"Rs","T5","T10","Annual.Rs","Latitude","Longitude","Elevation","MAT","MAP","Forest.type","Longitude.1","Latitude.1","Year","Month"
4.21,18.8728541226216,22.38,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,6
4.35,18.8728541226216,26.29,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,7
3.38,18.8728541226216,26.74,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,8
2.53,18.8728541226216,21.19,807.84,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,9
1.48,18.8728541226216,18.47,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,10
1.27,18.8728541226216,13.7,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,11
0.77,18.8728541226216,10.01,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,12
0.97,18.8728541226216,11.97,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,1
0.79,18.8728541226216,10.55,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,2
1.61,18.8728541226216,17.28,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,3
2.44,18.8728541226216,19.2,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,4
3.39,18.8728541226216,23.71,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,5
3.49,18.8728541226216,26.16,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,6
4.07,18.8728541226216,26.49,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,7
3.08,18.8728541226216,26.71,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,8
2.95,18.8728541226216,23.35,838.81,24.94,110.13,160,18.9,1950,26,110.13,24.94,2012,9
1.79,18.8728541226216,18.54,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2012,10
1.5,18.8728541226216,15.17,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2012,11
0.7,18.8728541226216,10.23,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2012,12
0.8,18.8728541226216,9.54,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,1
0.97,18.8728541226216,12.63,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,2
2.28,18.8728541226216,19.89,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,3
2.74,18.8728541226216,22.55,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,4
3.12,18.8728541226216,23.6,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,5
3.12,18.8728541226216,22.66,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,6
3.44,18.8728541226216,27.54,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,7
3.35,18.8728541226216,27.36,923.831388888889,24.94,110.13,160,18.9,1950,26,110.13,24.94,2013,8
2.42,27,15.5542857142857,585,27.15,110.13,350,16.5,1300,7,110.13,27.15,2012,7
2.3,25.13,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2012,8
2.07,24.55,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2012,9
1.28,18.15,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2012,10
0.68,7.75,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2012,11
0.62,7.43,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2012,12
0.63,7.59,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,1
1.59,12.97,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,3
1.99,20.33,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,4
3.48,25.29,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,6
2.62,24.76,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,7
2.39,23.21,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,8
2.51,24.49,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,9
2.05,19.37,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,10
1.11,14.84,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,11
0.55,7.21,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2013,12
0.55,5.93,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,1
0.44,6.83,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,2
0.85,11.37,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,3
1.65,19.25,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,4
1.65,17.65,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,5
1.78,21.1,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,6
2.93,24.88,15.5542857142857,923.831388888889,27.15,110.13,350,16.5,1300,7,110.13,27.15,2014,7
3.71,21.12,15.5542857142857,637.03,30.91,110.66,950,18,1125,26,110.66,30.91,2010,8
3.01,17.49,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2010,9
2.13,15.53,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2010,10
1.78,12.46,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2010,11
1.2,6.73,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2010,12
0.35,2.54,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,1
0.42,5.34,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,2
0.74,6.45,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,3
1.48,12.32,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,4
2.52,16.51,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,5
2.8,19.44,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,6
3.33,21.96,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,7
2.64,21.4,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,8
2.43,17.35,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,9
1.62,13.85,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2010,10
1.06,11.76,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,11
0.81,5.61,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2011,12
0.62,18.8728541226216,15.5542857142857,923.831388888889,30.91,110.66,950,18,1125,26,110.66,30.91,2012,1
3.29,24.86,15.5542857142857,713.34,30.91,110.66,350,18,1125,26,110.66,30.91,2010,8
3.52,19.81,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2010,9
1.9,17.15,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2010,10
1.37,13.64,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2010,11
1.37,8.88,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2010,12
0.79,4.11,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,1
1.06,7.76,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,2
0.77,10.28,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,3
1.79,15.19,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,4
2.69,18.97,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,5
3.08,22.06,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,6
3.31,24.16,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,7
2.66,23.88,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,8
1.85,20.09,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,9
1.74,16.45,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,10
1.37,14.49,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,11
1.51,8.04,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2011,12
1.3,18.8728541226216,15.5542857142857,923.831388888889,30.91,110.66,350,18,1125,26,110.66,30.91,2012,1
3.5,20.96,15.5542857142857,793.45,30.91,110.66,990,18,1125,26,110.66,30.91,2010,8
3.26,17.62,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2010,9
2.69,15.96,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2010,10
1.4,12.61,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2010,11
1.05,6.47,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2010,12
0.39,2.28,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,1
0.51,4.54,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,2
0.61,7.23,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,3
1.84,12.29,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,4
2.76,16.1,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,5
4.27,19.48,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,6
4.41,22.02,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,7
3.65,21.63,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,8
2.36,18,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,9
2.06,14.38,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,10
1.5,12.15,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,11
0.8,5.86,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2011,12
0.85,18.8728541226216,15.5542857142857,923.831388888889,30.91,110.66,990,18,1125,26,110.66,30.91,2012,1
5.15,15.79,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2009,8
3,12.85,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2009,9
2.07,9.6,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2009,10
0.86,0.84,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,1
1.75,6.65,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,4
2.82,18.44,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,5
3.84,19.27,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,6
5.18,20.78,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,7
5.98,19.95,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,8
3.08,11.94,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,9
2.82,10.5,15.5542857142857,923.831388888889,31.09,110.92,1680,16.7,1250,17,110.92,31.09,2010,10
2.03,18.8728541226216,15.2,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,5
2.3,18.8728541226216,17.27,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,6
3.7,18.8728541226216,22.13,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,7
3.06,18.8728541226216,20.43,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,8
2.3,18.8728541226216,19.76,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,9
2.06,18.8728541226216,14.66,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,10
0.79,18.8728541226216,8.58,923.831388888889,31.33,110.5,780,10.6,850,14,110.5,31.33,2009,11
2.11,18.8728541226216,15.5,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,5
1.64,18.8728541226216,16.38,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,6
2.89,18.8728541226216,19.12,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,7
3.37,18.8728541226216,22.91,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,7
2.63,18.8728541226216,19.32,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,8
3.1,18.8728541226216,22.29,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,8
2.97,18.8728541226216,22.11,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,9
2.26,18.8728541226216,17.7,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,9
2.2,18.8728541226216,14.6,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,10
1.63,18.8728541226216,13.57,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,10
1.24,18.8728541226216,10.07,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,11
0.56,18.8728541226216,7.53,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,11
0.61,18.8728541226216,5.39,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2009,12
0.48,18.8728541226216,5.01,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,1
0.59,18.8728541226216,8.73,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,2
0.8,18.8728541226216,11.7,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,3
1,18.8728541226216,10.52,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,4
1.31,18.8728541226216,11.39,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,4
1.6,18.8728541226216,12.48,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,5
1.99,18.8728541226216,17.48,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,5
2.69,18.8728541226216,16.19,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,6
2.81,18.8728541226216,19.12,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,6
2.96,18.8728541226216,22.32,923.831388888889,31.35,110.5,780,10.6,850,14,110.5,31.35,2010,7
1.86,18.8728541226216,11.92,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,5
2.37,18.8728541226216,14.05,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,6
2.88,18.8728541226216,16.78,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,7
2.12,18.8728541226216,15.38,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,8
1.85,18.8728541226216,16.72,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,9
1.62,18.8728541226216,11.92,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,10
0.85,18.8728541226216,7.49,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,11
2.35,18.8728541226216,11.94,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,5
2.45,18.8728541226216,12.04,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,6
3.42,18.8728541226216,16.83,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,7
3.39,18.8728541226216,16.83,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,7
2.92,18.8728541226216,14.94,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,8
3.06,18.8728541226216,14.51,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,8
3.28,18.8728541226216,17.51,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,9
2.83,18.8728541226216,13.54,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,9
2.51,18.8728541226216,13.44,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,10
2.06,18.8728541226216,10.44,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,10
0.93,18.8728541226216,7.18,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,11
0.94,18.8728541226216,5.91,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,11
0.43,18.8728541226216,2.81,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2009,12
0.51,18.8728541226216,2.42,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,1
0.95,18.8728541226216,6.42,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,2
0.78,18.8728541226216,5.72,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,3
1.39,18.8728541226216,6.88,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,4
1.43,18.8728541226216,7.51,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,4
1.92,18.8728541226216,9.47,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,5
2.18,18.8728541226216,10.46,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,5
2.66,18.8728541226216,12.45,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,6
2.92,18.8728541226216,15.87,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,6
3.47,18.8728541226216,17.29,923.831388888889,31.32,110.48,1670,10.6,1200,13,110.48,31.32,2010,7
2.73,18.8728541226216,11.13,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,5
3.49,18.8728541226216,13.74,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,6
2.53,18.8728541226216,15.51,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,7
2.78,18.8728541226216,16.05,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,8
2.26,18.8728541226216,14.9,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,9
1.5,18.8728541226216,10.59,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,10
0.76,18.8728541226216,4.7,923.831388888889,31.32,110.5,1970,10.6,1050,8,110.5,31.32,2009,11
2.42,18.8728541226216,11.38,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,5
2.59,18.8728541226216,11.76,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,6
3.73,18.8728541226216,16.28,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,7
3.27,18.8728541226216,16.33,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,7
3.27,18.8728541226216,15.68,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,8
2.66,18.8728541226216,14.57,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,8
3.22,18.8728541226216,16.89,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,9
2.3,18.8728541226216,12.92,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,9
1.78,18.8728541226216,10.5,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,10
1.48,18.8728541226216,9.8,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,10
1.14,18.8728541226216,6.64,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,11
0.46,18.8728541226216,3.54,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,11
0.66,18.8728541226216,3.72,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2009,12
0.88,18.8728541226216,1.59,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,1
1.13,18.8728541226216,4.99,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,2
0.67,18.8728541226216,4.75,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,3
1.03,18.8728541226216,7.37,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,4
0.88,18.8728541226216,6.38,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,4
1.94,18.8728541226216,9.45,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,5
2.58,18.8728541226216,12.41,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,5
2.83,18.8728541226216,11.58,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,6
2.94,18.8728541226216,15.52,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,6
3.89,18.8728541226216,16.68,923.831388888889,31.3,110.5,1970,10.6,1050,8,110.5,31.3,2010,7
0.66,1.52,0.75,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,4
1.31,9.79,8.04,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,5
4.02,14.97,13.76,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,6
3.31,18.23,17.09,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,7
4.02,16.31,15.91,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,8
2.42,12.19,12.4,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,9
1.34,8.93,9.14,923.831388888889,39.95,115.42,1256,4.5,639,20,115.42,39.95,2010,10
1.07,1.57,1.42,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,4
1.52,10.45,10.05,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,5
4.51,15.9,15.46,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,6
3.29,18.65,18.42,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,7
3.95,17.1,16.98,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,8
3.47,13.32,13.37,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,9
1.82,10.39,10.54,923.831388888889,39.97,115.42,1167,4.5,639,27,115.42,39.97,2010,10
0.59,1.58,1.6,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,4
1.81,11.5,12.2,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,5
4.96,18.53,19.14,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,6
4.09,18.36,19.03,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,7
6.42,16.91,17.15,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,8
2.17,13.24,13.24,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,9
1.49,10.08,10.05,923.831388888889,39.95,115.42,1318,4.5,639,30,115.42,39.95,2010,10
0.32,18.8728541226216,-1.7,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,1
0.39,18.8728541226216,3.67,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,2
0.43,18.8728541226216,13.1,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,3
0.64,18.8728541226216,13.5,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,4
0.96,18.8728541226216,13.89,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,4
1.33,18.8728541226216,21.11,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,5
1.87,18.8728541226216,20.4,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,5
1.96,18.8728541226216,24.67,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,6
1.98,18.8728541226216,27.46,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,6
2.56,18.8728541226216,23.06,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,7
3.26,18.8728541226216,25.12,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,7
2.16,18.8728541226216,24.4,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,8
1.31,18.8728541226216,24.06,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,8
0.88,18.8728541226216,17.08,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,9
0.5,18.8728541226216,13.05,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,10
0.37,18.8728541226216,6.81,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,11
0.3,18.8728541226216,4.07,923.831388888889,37.91,114.24,350,13.2,570,1,114.24,37.91,2013,12
4.65,17.08,15.5542857142857,1114.84,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,5
5.11,20.59,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,6
6.11,22.94,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,7
6.56,23.57,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,8
4.14,19.55,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,9
3.26,17.22,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,10
2.49,14.25,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,11
1.49,9.81,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2016,12
1.47,7.73,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,1
1.5,8.03,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,2
1.4,9.61,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,3
2.66,14.72,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,4
4.46,17.75,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,5
